announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2022-05-05,Germany,Financial,Loan,"Additional loan to the already existing 150 million reported in DEF1. The financial assistance is in addition to the humanitarian assistance worth 125 million EUR reported in DEH3 and the intended 140 million EUR in development aid (which we do not include since it refers an intention and not a commitment).   According to a press release from the Ukrainian Ministry of Finance (Source 3), the loan has a maturity period of 15 years, a grace period of 5 years.",EUR,150000000.0,Financial & Economic Aid,2022-05-05
2022-05-05,Lithuania,Humanitarian,Assistance,"During the High-Level International Donor's Conference for Ukraine on May 5, 2022, Lithuania announced to provide additional 2 million EUR to support internally displaced people in Ukraine (01:44:52 in ""Source of Aid 1"").",EUR,2000000.0,Financial & Economic Aid,2022-05-05
2022-05-05,Estonia,Humanitarian,Budgetary appropriations,Prime Minister Kallas has pledged 2.9 million EUR in aid for reconstruction in Ukraine. Source of Aid 2 video starts at 2:22:57. ,EUR,2900000.0,Financial & Economic Aid,2022-05-05
2022-05-05,Hungary,Humanitarian,Equipment,"Construction of a hospital and a school in Kyiv or any other Ukrainian city, and delivery of mobile houses to host internally displaced people in Ukraine, scholarhsips for Ukrainian students, treatment of wounded Ukrainians in Hungarian hospitals. All the aid amount to 37 million EUR and since we cannot disentangle the direct aid to Ukraine from the one offered to refugees (e.g the scholarships), we include here the entire sum. The assistance was announced at the International Donors' Conference on May 5, 2022 (see 1:36:50 in ""Source of Aid 1"").",EUR,37000000.0,Financial & Economic Aid,2022-05-05
2022-05-05,Hungary,Humanitarian,Equipment,"Construction of a hospital and a school in Kyiv or any other Ukrainian city, and delivery of mobile houses to host internally displaced people in Ukraine, scholarhsips for Ukrainian students, treatment of wounded Ukrainians in Hungarian hospitals. All the aid amount to 37 million EUR and since we cannot disentangle the direct aid to Ukraine from the one offered to refugees (e.g the scholarships), we include here the entire sum. The assistance was announced at the International Donors' Conference on May 5, 2022 (see 1:36:50 in ""Source of Aid 1"").",EUR,37000000.0,Financial & Economic Aid,2022-05-05
2022-05-05,Hungary,Humanitarian,Equipment,"Construction of a hospital and a school in Kyiv or any other Ukrainian city, and delivery of mobile houses to host internally displaced people in Ukraine, scholarhsips for Ukrainian students, treatment of wounded Ukrainians in Hungarian hospitals. All the aid amount to 37 million EUR and since we cannot disentangle the direct aid to Ukraine from the one offered to refugees (e.g the scholarships), we include here the entire sum. The assistance was announced at the International Donors' Conference on May 5, 2022 (see 1:36:50 in ""Source of Aid 1"").",EUR,37000000.0,Financial & Economic Aid,2022-05-05
2022-05-06,United States,Military,Weapons and Equipment,9th presidential drawdown amounting to USD 150 million for the provision of various military weapons. ,USD,150000000.0,Financial & Economic Aid,2022-05-06
2022-05-06,United States,Military,Weapons and Equipment,9th presidential drawdown amounting to USD 150 million for the provision of various military weapons. ,USD,150000000.0,Financial & Economic Aid,2022-05-06
2022-05-06,United States,Military,Weapons and Equipment,9th presidential drawdown amounting to USD 150 million for the provision of various military weapons. ,USD,150000000.0,Financial & Economic Aid,2022-05-06
2022-05-06,United States,Military,Weapons and Equipment,9th presidential drawdown amounting to USD 150 million for the provision of various military weapons. ,USD,150000000.0,Financial & Economic Aid,2022-05-06
2022-05-06,United States,Military,Weapons and Equipment,9th presidential drawdown amounting to USD 150 million for the provision of various military weapons. ,USD,150000000.0,Financial & Economic Aid,2022-05-06
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Equipment,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-08,Canada,Military,Weapons,"During a visit to Ukraine, the Canadian Prime Minister announced additional military assistance worth 50 million CAD. Source of aid 2 specifies that it was part of a 500 CAD million package. The package consists of 18 drone cameras, 15 CAD million of high-resolution satellite imagery, up to 1 CAD million in small arms and related ammunition, and Additional ammunition for M777 howitzers. Since the overview page listed only one small arm donation in 2022 in February (Source of aid 3), and UNROCA (Source of aid 4) reports more weapons, we assume they were donated at this point and omitted by the creators of the overview page. ",CAD,50000000.0,Artillery & Heavy Weapons,2022-05-08
2022-05-10,United States,Humanitarian,Assistance,"$2 million for technical and regulatory support to Ukraine’s nuclear regulatory agency. This aid is part of the Ukraine Additional Supplemental Appropriations Act 2022 that appropriates budgets for financial, humanitarian and military aid to Ukraine. Source of Aid 1 lists the congress bill.",USD,2000000.0,Financial & Economic Aid,2022-05-10
2022-05-10,United States,Financial,Budgetary appropriations,"$7.5 billion for the Economic Support Fund to respond to emergent needs in Ukraine, provide needed budget support to assist with Ukraine’s continuity of government, and counter human trafficking. Original amount of $8.776 billion. Does not include $760 million to prevent and respond to global food insecurity. This aid is part of the Ukraine Additional Supplemental Appropriations Act 2022 that appropriates budgets for financial, humanitarian and military aid to Ukraine. Source of Aid 1 lists the congress bill. Source of Aid 2 states that only $7.5 billion of the appropriated amount has been disbursed until January 2023, which means the remaining amount is no longer disburseable due to the change in fiscal year, which is why we report $7.5 billion here.",USD,7500000000.0,Financial & Economic Aid,2022-05-10
2022-05-12,Norway,Financial,Grant,Norway decided to allocate NOK 50 million in funding to the European Bank for Reconstruction and Development (EBRD) to help ensure that essential agricultural inputs reach farmers in time.,NOK,50000000.0,Artillery & Heavy Weapons,2022-05-12
2022-05-13,European Peace Facility,Military,European Peace Facility,The EU increased the total resources of the European Peace Facility to 2 billion EUR with a fourth tranche worth 500 million EUR.,EUR,500000000.0,Financial & Economic Aid,2022-05-13
2022-05-19,United States,Military,Weapons and Equipment,10th presidential drawdown amounting to USD 100 million for the provision of various military weapons. ,USD,100000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Canada,Humanitarian,Contribution,"Canadian Minister of International Development announced 9 CAD million in humanitarian and development funding to support people experiencing heightened vulnerability, including sexual and gender-based violence due to the war in Ukraine. The funding will be allocated to the UN Population Fund (UNFPA) and Humanity and Inclusion. ",CAD,9000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,United States,Military,Weapons and Equipment,10th presidential drawdown amounting to USD 100 million for the provision of various military weapons. ,USD,100000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,United States,Military,Weapons and Equipment,10th presidential drawdown amounting to USD 100 million for the provision of various military weapons. ,USD,100000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Canada,Humanitarian,Assistance,"Canadian Minister of International Development announced 2 CAD million to support dairy farmers in western Ukraine, creating opportunities for economic growth and helping to enhance food security in the region.",CAD,2000000.0,Artillery & Heavy Weapons,2022-05-19
2022-05-19,United States,Military,Weapons and Equipment,10th presidential drawdown amounting to USD 100 million for the provision of various military weapons. ,USD,100000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Japan,Financial,Loan,"Prime Minister Kishida announced to double the financial aid to Ukraine to 600 million USD (previous amount was also 300 million USD, see JPF1 and JPF2). Source of Aid 1 specifies that this will be parallel financing linked to an IBRD loan. Source of Aid 2 indicates that this parallel financial support occured in the context of a World Bank Development Policy Loan (DPL) under the budget support program FREE of the World Bank. Source of Aid 3 is the program document indicating the parallel financing nature of this loan, at the stage when the amount pledged by Japan totaled $100 million. Source of Aid 4 provides further information on the loan conditions (1% annual interest, 30 year maturity, 10 year grace period).",USD,300000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,United States,Military,Weapons and Equipment,10th presidential drawdown amounting to USD 100 million for the provision of various military weapons. ,USD,100000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,United Kingdom,Financial,Grant,"Commitment of the UK from the London-based European Bank of Reconstruction and Development. It remains unclear, whether the commitment will be disbursed in form of grants or loans. The 950 million USD in loan guarantees mentioned in ""Source of Aid 1"" are reported in UKF5. ",USD,50000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Germany,Financial,Grant,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another update was published. Here, we report those pledges that were NOT mentioned in previous documents for 'Bundesministerium der Finanzen'. This entry includes newly mentioned donations, among which are 'UKR Schuldendienstmoratorium bis Ende 2023' (107 EUR million).",EUR,107000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Germany,Financial,Grant,"Contribution of 1 billion EUR in grants, announced by the German Minister of Defence during the G7 conference on May 19, 2022. We do not report the 150 million EUR loan reported in ""Source of Aid 2"", since it is the last tranche of a credit line authorized in 2015. Based on Source of aid 3, we assume it was provided through IMF.",EUR,1000000000.0,Financial & Economic Aid,2022-05-19
2022-05-19,Australia,Military,Weapons,"The Australian Government is providing further support with the gifting of 14 M113 Armored Personnel Carriers (APCs) and a further 20 Bushmaster Protected Mobility Vehicles (PMVs) to the Government of Ukraine. According to Source of Aid 1, the APCs are worth AUD 12 million in total, the PMVs AUD 48.9 million in total. According to Source of Aid 3, this brings the total military contribution of Australia to AUD 285 million. This coincides with the total value recorded here. Source of Aid 3 also mentions that only 4 of the announced 14 M113 have been delivered. However since Source of Delivery states the delivery of the entire package, we assume upper bounds and consider the entire package as being delivered.",AUD,60900000.0,Artillery & Heavy Weapons,2022-05-19
2022-05-19,Australia,Military,Weapons,"The Australian Government is providing further support with the gifting of 14 M113 Armored Personnel Carriers (APCs) and a further 20 Bushmaster Protected Mobility Vehicles (PMVs) to the Government of Ukraine. According to Source of Aid 1, the APCs are worth AUD 12 million in total, the PMVs AUD 48.9 million in total. According to Source of Aid 3, this brings the total military contribution of Australia to AUD 285 million. This coincides with the total value recorded here. Source of Aid 3 also mentions that only 4 of the announced 14 M113 have been delivered. However since Source of Delivery states the delivery of the entire package, we assume upper bounds and consider the entire package as being delivered.",AUD,60900000.0,Artillery & Heavy Weapons,2022-05-19
2022-05-20,Canada,Humanitarian,Contribution,"Canada has contributed CAD 2 million in support of the International Atomic Energy Agency for their work in Ukraine. Source of Aid 1 lists the project from the Canadian side, Source of Aid 2 confirms the contribution from the IAEA side.",CAD,2000000.0,Financial & Economic Aid,2022-05-20
2022-05-20,Canada,Financial,Loan,"Canada announced to provide an additional loan of 250 million CAD to support Ukraine. The Minister of Finance that it will be provided through the IMF's Administered Account. Notice that ""Source of Aid 1"" mentions a total amount of financial aid amounting to 1.87 billion CAD, of which CAF1 to CAF3 covers 1.75 billion CAD (500 million CAD + 1 billion CAD + 250 million CAD). The remaining 120 million CAD (1.87 billion CAD - 1.75 billion CAD) is reflected by a loan announced on Jan 21, so prior to the starting date for our dataset, Jan 24. According to a resolution issued by the Ukranian government (Source 3), the loan maturity is 10 years and grace period is 4.5 years, while the interest rate is  ""equal to the basic interest rate of the International Monetary Fund"". A press release issued by the Ukrainian Ministry of Finance (Source 4) further detailed the loan conditon, clarifying the interest rate p.a. is 1.69%",CAD,250000000.0,Financial & Economic Aid,2022-05-20
2022-05-20,United Kingdom,Military,Budgetary appropriations,"The UK pledged an additional 1.3 GBP billion in funding for military operations and aid to the country. Source of aid 1 says that this funding is in addition to the existing 1.5 GBP billion of UK support, which includes humanitarian aid, grants, and military equipment such as armored vehicles, anti-tank missiles, and air defense systems. In June 2022, an additional 1 GBP billion was added to it and therefore, it was increased to 2.3 GBP billion (Source of aid 2). Later, it was also specified that this aid was not dedicated to the calendar year 2022 but rather to Fiscal Year 2022-2023 (Source of aid 3). However, the only package announced before this announcement that was included in this 2.3 GBP billion for FY 2022-2023 is the 300 GBP million package announced on 3rd May 2022 (Source of aid 4).",GBP,1300000000.0,Air Defense,2022-05-20
2022-05-20,EU (Commission and Council),Financial,Loan,"A new emergency Macro-Financial Assistance amounting to 1.2 billion EUR was adopted by the Commission on February 1, 2022 (to be disbursed in two equal tranches of 600 million EUR). We don't report the aid provided by the MFA in the context of the Covid-19 pandemic, nor MFA I, MFA II, MFA III or MFA IV, because they are unrelated to Russia's aggression and are prior to January 24, 2022. The second tranche was disbursed in May 2022. According to Source of Aid 4, the loans shall have a maximum average maturity of 15 years.",EUR,600000000.0,Financial & Economic Aid,2022-05-20
2022-05-21,Portugal,Financial,Grant,"Portugal committed a 250 million EUR grant, which will have a 100 million EUR disbursement in the year 2022 and three subsequential disbursements of 50 million EUR each in the next three years (Source 2). The commitment is aimed at giving budgetary support and will be mainly provided through the IMF. On February 24, 2023, an official source however announced that none of this financial aid will be paid after all (Source 3). The IMF annual financial report for the Fiscal Year 2022/23 indicated that the amount was never transfered to the Special Administrative Account for Ukraine.",EUR,0.0,Financial & Economic Aid,2022-05-21
2022-05-21,Portugal,Financial,Grant,"Portugal committed a 250 million EUR grant, which will have a 100 million EUR disbursement in the year 2022 and three subsequential disbursements of 50 million EUR each in the next three years (Source 2). The commitment is aimed at giving budgetary support and will be mainly provided through the IMF. On February 24, 2023, an official source however announced that none of this financial aid will be paid after all (Source 3). The IMF annual financial report for the Fiscal Year 2022/23 indicated that the amount was never transfered to the Special Administrative Account for Ukraine.",EUR,0.0,Financial & Economic Aid,2022-05-21
2022-05-21,Portugal,Financial,Grant,"Portugal committed a 250 million EUR grant, which will have a 100 million EUR disbursement in the year 2022 and three subsequential disbursements of 50 million EUR each in the next three years (Source 2). The commitment is aimed at giving budgetary support and will be mainly provided through the IMF. On February 24, 2023, an official source however announced that none of this financial aid will be paid after all (Source 3). The IMF annual financial report for the Fiscal Year 2022/23 indicated that the amount was never transfered to the Special Administrative Account for Ukraine.",EUR,0.0,Financial & Economic Aid,2022-05-21
2022-05-21,Portugal,Financial,Grant,"Portugal committed a 250 million EUR grant, which will have a 100 million EUR disbursement in the year 2022 and three subsequential disbursements of 50 million EUR each in the next three years (Source 2). The commitment is aimed at giving budgetary support and will be mainly provided through the IMF. On February 24, 2023, an official source however announced that none of this financial aid will be paid after all (Source 3). The IMF annual financial report for the Fiscal Year 2022/23 indicated that the amount was never transfered to the Special Administrative Account for Ukraine.",EUR,0.0,Financial & Economic Aid,2022-05-21
2022-05-24,Canada,Military,Weapons,"On May 24, Defence Minister Anita Anand announced that Canada will donate over 20,000 artillery rounds of 155 mm NATO standard ammunition, including fuses and charge bags. This ammunition has been sourced from the United States for up to 98 CAD million. According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered, with the same number of units as originally pledged.",CAD,98000000.0,Artillery & Heavy Weapons,2022-05-24
2022-05-25,Lithuania,Military,Equipment,"Lithuania announced to provide military equipment, worth about 15.5 million EUR. ""Source of Aid 4"" mentions that this package would bring the total value of Lithuania's military aid to 115 million EUR, which corresponds to the sum of LTM1 - LTM4.",EUR,15500000.0,Financial & Economic Aid,2022-05-25
2022-05-25,Lithuania,Military,Equipment,"Lithuania announced to provide military equipment, worth about 15.5 million EUR. ""Source of Aid 4"" mentions that this package would bring the total value of Lithuania's military aid to 115 million EUR, which corresponds to the sum of LTM1 - LTM4.",EUR,15500000.0,Financial & Economic Aid,2022-05-25
2022-05-25,Lithuania,Military,Equipment,"Lithuania announced to provide military equipment, worth about 15.5 million EUR. ""Source of Aid 4"" mentions that this package would bring the total value of Lithuania's military aid to 115 million EUR, which corresponds to the sum of LTM1 - LTM4.",EUR,15500000.0,Financial & Economic Aid,2022-05-25
2022-05-26,South Korea,Military,Equipment,"South Korea announced to provide further non-lethal military protection equipment. The shipment consists of equipment needed for chemical, biological, radiological protection. Since no further information about the exact item list has been disclosed, we report the value of donation as given by donor only. ",USD,1180000.0,General Announcements,2022-05-26
2022-05-27,Finland,Humanitarian,Assistance,The official press release of the Finnish ministry of foreign affairs informs that Finland will provid EUR 9.2 million in humanitarian assistance to Ukraine (Source of Aid1). The money will go to Ukraine through the UNHCR and the International Comittee of the Red Cross.,EUR,9200000.0,Financial & Economic Aid,2022-05-27
2022-05-27,Japan,Humanitarian,Assistance,"Government of Japan decided to extend an Emergency Grant Aid of about 1.66 million US dollars, considering further increase of needs for humanitarian assistance to assist the people of Ukraine.",USD,1660000.0,Financial & Economic Aid,2022-05-27
2022-05-27,United States,Humanitarian,Assistance,"In March and May 2022, the US announced the provision of humanitarian aid to Ukraine through USAID and directly with the state budget. (Source of aid 1 and 2). Later this year, congressional research service (Source of aid 3) and USAID documents (Source of aid 4) revealed that only approximately 1.2 billion USD were disbursed in FY2022. Thus, since the fiscal year is over, we report disbursements here using Source of aid 4 to indicate the dynamic over time. Therefore a total of 1.2 billion USD is reported in  USH3, USH5-USH9. Please note that we report assistance to the energy sector of Ukraine separately in USH2 and USH4 since a different department of the US government provided it.",USD,386831196.0,Financial & Economic Aid,2022-05-27
2022-05-29,Czechia,Military,Weapons and equipment,"The Czech Ministry of Defense declared that Czechia will send in between 26 and 30 million USD  in additional in-kind military aid to Ukraine. The 150 million USD mentioned in ""Source of Aid 1"" are covered in CZM1-CZM15. We do not consider the CZM16 being part of the 150 million USD mentioned in ""Source of Aid 1"", since it is only a commitment, whereas the source explicitly refers to the monetary value of the deliveries. No detail regarding the items was revealed.",USD,30000000.0,Financial & Economic Aid,2022-05-29
2022-05-31,Taiwan,Humanitarian,Assistance,Donation worth 2 million USD directed to Kharkiv for schools and infrastructure. A government white paper on aid activities to Ukraine later confirmed the numbers.,USD,2000000.0,Financial & Economic Aid,2022-05-31
2022-05-31,Taiwan,Humanitarian,Assistance,"Donation worth 500000 USD, directed to humanitarian assistance in Chernihiv. A government white paper on aid activities to Ukraine later confirmed the numbers.",USD,500000.0,Financial & Economic Aid,2022-05-31
2022-05-31,Taiwan,Humanitarian,Assistance,"Donation worth 500000 USD, directed to humanitarian assistance in Sumy. A government white paper on aid activities to Ukraine later confirmed the numbers.",USD,500000.0,Financial & Economic Aid,2022-05-31
2022-05-31,Taiwan,Humanitarian,Assistance,"Donation worth 500000 USD, directed to humanitarian assistance in Mykolaiv. A government white paper on aid activities to Ukraine later confirmed the numbers.",USD,500000.0,Financial & Economic Aid,2022-05-31
2022-05-31,Taiwan,Humanitarian,Assistance,"Donation worth 500000 USD, directed to humanitarian assistance in Zaporizhzhia. A government white paper on aid activities to Ukraine later confirmed the numbers.",USD,500000.0,Financial & Economic Aid,2022-05-31
2022-06-01,United States,Financial,Grant,$1.3 billion in grants committed over fiscal year 2022 as part of public expenditure support under the WB PEACE initiative. Source of aid 1 reports the WB additional financing project document for the $4.5 billion contribution. Source of aid 2 reports the transaction date for the allocation of the congressional funding.,USD,1300000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-01,United States,Military,Weapons and Equipment,11th presidential drawdown amounting to USD 700 million for the provision of various military weapons. ,USD,700000000.0,Financial & Economic Aid,2022-06-01
2022-06-02,Sweden,Military,Weapons and equipment,"""Source of Aid 1"" lists several military in-kind donations as part of the total amount of 1 billion SEK that the government announced. Note that this is divided into the following entries: 100 million SEK reflect humanitarian aid (see SEH3), 578 million SEK and 60 million SEK represent grants with military purpose (SEM5 and SEM6) and the remaining 262 million SEK out of the total package is allocated for Weapons and Equipment.",SEK,262000000.0,Financial & Economic Aid,2022-06-02
2022-06-02,Sweden,Military,Weapons and equipment,"""Source of Aid 1"" lists several military in-kind donations as part of the total amount of 1 billion SEK that the government announced. Note that this is divided into the following entries: 100 million SEK reflect humanitarian aid (see SEH3), 578 million SEK and 60 million SEK represent grants with military purpose (SEM5 and SEM6) and the remaining 262 million SEK out of the total package is allocated for Weapons and Equipment.",SEK,262000000.0,Financial & Economic Aid,2022-06-02
2022-06-02,Sweden,Military,Assistance,"As part of the total package of 1 billion SEK (""Source of Aid 1""), Sweden announced to provide additional 578 million SEK as grant directed to the Armed Forces of Ukraine, with reference to an earlier grant of 500 million SEK (see ""SEM2""). See also SEH4, SEM4, SEM6 for the other parts of the total 1 billion SEK package.",SEK,578000000.0,Artillery & Heavy Weapons,2022-06-02
2022-06-02,Sweden,Military,Funding for Weapon Acquisition Program,"As part of the total package of 1 billion SEK (""Source of Aid 1""), Sweden also announced to provide 60 million SEK as contribution to a NATO fund that aims to equip the Ukrainian Armed Forces (""Source of Aid 1""). See also SEH4, SEM4, SEM5 for the other parts of the total 1 billion SEK package.",SEK,60000000.0,Artillery & Heavy Weapons,2022-06-02
2022-06-02,Sweden,Humanitarian,Equipment,"As a part of the total package comprising 1 billion SEK, Sweden also announced to provide 100 million SEK for humanitarian purposes. According to ""Source of Aid 1"" this money is provided through the EU Civil Protection Mechanism on the one hand and to the UN on the other hand. As we cannot disentangle these two parts, we report the total sum. Note that SEM4 provides an overview of the remaining part of the package, comprising 900 million SEK.",SEK,100000000.0,Financial & Economic Aid,2022-06-02
2022-06-02,Sweden,Military,Weapons and equipment,"""Source of Aid 1"" lists several military in-kind donations as part of the total amount of 1 billion SEK that the government announced. Note that this is divided into the following entries: 100 million SEK reflect humanitarian aid (see SEH3), 578 million SEK and 60 million SEK represent grants with military purpose (SEM5 and SEM6) and the remaining 262 million SEK out of the total package is allocated for Weapons and Equipment.",SEK,262000000.0,Financial & Economic Aid,2022-06-02
2022-06-03,Cyprus,Humanitarian,Equipment,"On June 3, it was reported that a third tranche of humanitarian aid (the first two tranches are covered in CYH1) is ready to be sent to Ukraine. According to ""Source of Aid 1"", this has a value of 500,000 EUR and ""includes mainly medical equipment such as respirators, defibrillators and first aid supplies"".",EUR,500000.0,Financial & Economic Aid,2022-06-03
2022-06-06,Croatia,Humanitarian,Equipment,"16.4 tonnes of aid worth HRK 247311 (EUR 33000) were sent by the Vukovar-Srijem county with the help of cities and municipalities. The aid consists mainly of food, baby food, water and cosmetics.",EUR,33000.0,Financial & Economic Aid,2022-06-06
2022-06-07,Czechia,Humanitarian,Equipment,"The shipment amounts to 100 million CZK and includes medical equipment, firefighting equipment and workwear. Among all, it also includes 3.64 million disposable gloves and around 500,000 single-use protective suits.",CZK,100000000.0,Financial & Economic Aid,2022-06-07
2022-06-07,Czechia,Humanitarian,Equipment,"The shipment amounts to 100 million CZK and includes medical equipment, firefighting equipment and workwear. Among all, it also includes 3.64 million disposable gloves and around 500,000 single-use protective suits.",CZK,100000000.0,Financial & Economic Aid,2022-06-07
2022-06-08,South Korea,Humanitarian,Contribution,South Korea has decided to provide assistance worth approximately US$1.2 million to Ukraine through the International Atomic Energy Agency (IAEA) to support the safe and secure operation of Ukraine’s nuclear power plants under the threat of military conflict,USD,1200000.0,Financial & Economic Aid,2022-06-08
